title,base_name,ownership_tag,owner_name,url_type,url,resolved_base_token,access_status,table_count,update_time_iso,create_time_iso,last_open_time_iso,search_sources,tables,access_error
130-DOE （教练）,130-DOE （教练）,owned by Dcode,Dcode Sdn Bhd,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/YBP8wFtSUiPaW0keQ0ll5bqygVe,IxVlbvbeRajkGosp8LtlvF2BgYf,readable,24,2026-02-28T16:21:28+08:00,2025-07-17T16:49:41+08:00,2025-10-08T01:21:31+08:00,keyword_DOE,学员家访进度表; ✅B1.130-教练-SUMMARY DOE; ✅B2.130-教练- SUMMARY DOE Form; 现行教练学员录音; 🔥01-教练Grade（Main); 🔥团队毕业证等级; ✅130高二工作坊DOE宣告（开班前）; ✅130教练名单; ✅130学员名单; 130_教练DOE挑战Summary （遴选）; 130_教练Form宣告; ✅130教练-EMOFORM; ✅130高一学员DOE挑战宣告（看）; ✅130高一学员DOE挑战宣告 Form（改）; ✅130-学员-SUMMARY DOE; ✅130-学员- SUMMARY DOE Form; ✅130-学员-EMO报名FORM; ✅130-学员-NEWBIBLE（学员海星名单-中心）; 海星数据挑战_数据库; 海星挑战; 130TZ事业; 高二挑战（NEW）; 感召金FORM; 学员个人,
131 Class Bible (admin dcode),131 Class Bible (admin dcode),owned by Dcode,Dcode Sdn Bhd,base,https://zsggz2p1btda.sg.larksuite.com/base/AEVobnC89aFMlbsiuhRlTphIgqf,AEVobnC89aFMlbsiuhRlTphIgqf,readable,17,2026-02-25T23:13:46+08:00,2025-10-18T17:04:33+08:00,2026-04-10T01:44:29+08:00,"keyword_Class_Bible, keyword_Dcode",✅教练名单（中心）; ✅✅131教练-NEWBIBLE; ✅课程报名; ✅✅131学员-NEWBIBLE; ✅✅131学员-MYCP Bible 报读; ✅✅131-WHOLE-MASTERLIST; ✅✅131-高阶二-WHOLE-MASTERLIST; ✅131-基础-FINAL MASTERLIST; ✅131-高一FINAL MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); ✅基础BackLog; ✅高阶下车; ✅高阶Backlog; ✅131-高二FINAL MASTERLIST,
129-DOE （学员）,129-DOE （学员）,owned by AGA Tech Support,AGA TECH SUPPORT,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/Ef8cwSYwUi1mxPk4lfflPwh6gGg,SUObboOHQaSHZxsqVOKlyXDfgVg,readable,14,2026-02-13T14:45:46+08:00,2025-07-12T12:18:24+08:00,2026-02-06T23:57:54+08:00,"keyword_DOE, owned_by_me",2308-Mark事业工作坊出席名单; ✅B001.1_129个人Summary DOE数据表（中心）; ✅B002.0_129每日DOE_事业&家庭&社服Form（修改数据）; (前）129学员新报名名单; (后）129已进课室（学员）; ✅129高二现行宣告; ✅B003.0-(前）129海星报名表 (Original); ✅B003.1(中）H.海星名单-学员 (129 bible).; 129_高阶二现行宣告 (从教练数据拉进来）; 周计划; B004.0_每日宣告（早上）（需要修改）; B005.0_每日总结（晚上）（需要修改）; B006.0_129每周计划 （每周）; 数据表,
137 Class Bible. (admin dcode),137 Class Bible. (admin dcode)   ,owned by Dcode,Dcode Sdn Bhd,base,https://zsggz2p1btda.sg.larksuite.com/base/UUalbXCbQapcVfsF5UwltigcgNf,UUalbXCbQapcVfsF5UwltigcgNf,readable,17,2026-02-10T20:07:43+08:00,2026-01-14T07:54:16+08:00,1970-01-01T07:30:00+07:30,"keyword_Class_Bible, keyword_Dcode",✅教练名单（中心）; ✅✅136教练-NEWBIBLE; ✅课程报名; ✅✅136学员-NEWBIBLE; ✅✅136学员-MYCP Bible 报读; ✅✅136-WHOLE-MASTERLIST; ✅136-基础-FINAL MASTERLIST; ✅136-高一FINAL MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); ✅基础BackLog; ✅高阶下车; ✅高阶Backlog; ✅136-高二FINAL MASTERLIST; ✅136Emo报名,
131-DOE （教练）,131-DOE （教练）,owned by Dcode,Dcode Sdn Bhd,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/Y6j1wCSyKiRWGikFGmFlulXBg2g,VAbLbDZMOapNTGss7CmloEaXgWh,readable,24,2026-02-09T15:34:26+08:00,2025-08-03T18:57:21+08:00,2025-10-21T18:54:50+08:00,keyword_DOE,✅B1-131--教练-SUMMARY DOE; ✅B2-131-教练- SUMMARY DOE Form; 🔥指引部门录音; 🔥01-教练Grade（Main); 🔥团队毕业证等级; 学员资料; 🔥B001.1-131_教练DOE挑战Summary （遴选）; 🔥B002-131_教练Form宣告; 高阶三_; ✅130教练-EMOFORM; ✅130教练-NEWBIBLE; 🔥现行教练学员录音; ✅131学员名单; ✅131高一学员DOE挑战宣告; ✅131高一学员DOE挑战宣告 Form; ✅131教练名单; ✅131-学员-SUMMARY DOE; ✅131-学员- SUMMARY DOE Form; ✅131-学员-EMO报名FORM; ✅131-学员-NEWBIBLE（学员海星名单-中心）; ✅131高二工作坊DOE宣告（开班前）; 131TZ事业; 感召金_; 131感召金个人,
130-DOE （学员）,130-DOE （学员）,owned by Dcode,Dcode Sdn Bhd,base,https://zsggz2p1btda.sg.larksuite.com/base/Rw1nbSJglanQQnsyl4slq3cugfd,Rw1nbSJglanQQnsyl4slq3cugfd,readable,15,2026-01-29T15:36:46+08:00,2025-08-28T09:49:08+08:00,2026-02-25T23:12:36+08:00,keyword_DOE,130个人每周事业数据 (NEW); ✅B4.0_每日宣告（早上）; ✅B5.0_每日总结（晚上）; 个人每日宣告总结Summary (NEW); ✅高二4天收获分享; 130-事业挑战; ✅B1.1_130个人Summary DOE数据表（中心）; ✅B2.0_130每日DOE_事业&家庭&社服Form（修改数据）; ✅B3.1(中）海星名单-学员 (130 bible); ✅B3.1(后）海星进课室; ✅130高二-现行DOE宣告（开班前）; B006.0_129每周计划 （每周）; ✅B4.0_每日宣告（早上） （旧）; ✅B5.0_每日总结（晚上） （旧）; Table,
MYCP Bible,MYCP Bible,owned by Dcode,Dcode Sdn Bhd,base,https://zsggz2p1btda.sg.larksuite.com/base/FlWbbEIutaJKy6s6XFtlHE4CglF,FlWbbEIutaJKy6s6XFtlHE4CglF,readable,2,2026-01-20T10:17:46+08:00,2025-10-21T20:20:27+08:00,1970-01-01T07:30:00+07:30,"keyword_Dcode, keyword_Finance, keyword_Operation",MYCP5 MASTERLIST; MYCP Bible,
128-DOE （学员）,128-DOE （学员）,owned by Dcode,Dcode Sdn Bhd,base,https://zsggz2p1btda.sg.larksuite.com/base/RdEibn2g8ajEDxskXwPldLfWgZe,RdEibn2g8ajEDxskXwPldLfWgZe,readable,19,2026-01-19T09:00:02+08:00,2025-05-23T13:50:07+08:00,2025-09-03T15:52:50+08:00,keyword_DOE,2008-Mark事业工作坊(出席名单）; ✅B002.128Summary DOE数据表（中心）（团队看数据）; ✅B003.128每日DOE_事业&家庭&社服Form（修改数据）; (新前）128bible（学员）; (新后）128已进课室（学员）; B004-(前）128海星报名表 (Original)（修改）; ✅B005-海星名单（Bible）; 高阶二现行宣告; 学员和教练名字; (中).128Bible_（海星名单）(调整）; 海星挑战; 每日宣告（需要修改）; 每日总结（需要修改）; 128周计划; ✅B004-Emo海星报名Form; (中）H.海星名单-学员 (128 bible)（B2）; (后）128学员已进课室 （B3）; 周计划; 事业数据,
133 Class Bible (admin),133 Class Bible (admin),owned by AGA Tech Support,AGA TECH SUPPORT,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/WjIkwCMFMiR3mGkXVhqlVzqJgag,WqWSb39yAas7rVsKD6ulj7Twghb,readable,17,2026-01-13T14:47:00+08:00,2025-08-03T18:50:08+08:00,2026-03-19T12:50:51+08:00,"keyword_Class_Bible, owned_by_me",✅教练名单（中心）; ✅130教练-NEWBIBLE; ✅130学员-NEWBIBLE; 130学员-NEWBIBLE（data）; ✅130-WHOLE-MASTERLIST; ✅130-基础-MASTERLIST; ✅130-高一MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; ✅课程报名; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); 高阶Backlog; 高阶下车; ✅130-高二MASTERLIST; ✅130高阶二挑战; 130高阶二挑战（data）,
129 Class Bible (admin),129 Class Bible (admin) ,owned by Dcode,Dcode Sdn Bhd,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/EbHtwkJQGicEdmkt99elXcrogRe,XTDqbN3u0auH1XsQnIZl6Uyxgkb,readable,17,2026-01-05T11:44:31+08:00,2025-07-17T16:56:29+08:00,2025-11-07T03:29:54+08:00,keyword_Class_Bible,✅教练名单（中心）; ✅✅129教练-NEWBIBLE; ✅课程报名; ✅✅129学员-NEWBIBLE; ✅✅129-WHOLE-MASTERLIST; 指引部门汇报Log; ✅129-基础-FINAL MASTERLIST; ✅129-高一FINAL MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); ✅基础BackLog; ✅高阶下车; ✅高阶Backlog; ✅129-高二FINAL MASTERLIST; ✅129Emo报名,
Call Center,Call Center,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/HKMfb23U2aXdVssjLXvlJMvlgMS,HKMfb23U2aXdVssjLXvlJMvlgMS,readable,12,2025-12-31T21:05:15+08:00,2025-03-28T03:21:36+08:00,2025-10-13T19:06:13+08:00,"keyword_Call_Center, owned_by_me",✅EMO FORM - 学员; ✅EMO FORM - 教练; ✅基础问卷; ✅高阶问卷; 海星名单-学员(KLCP120); 海星名单-教练(KLCP120); ✅128-教练-NEWBIBLE; ✅128-学员-NEWBIBLE; ✅129-教练-NEWBIBLE; ✅129-学员-NEWBIBLE; 海星名单-教练 (KLCP127); 海星名单-学员 (KLCP127),
130 Class Bible (admin dcode),130 Class Bible (admin dcode),owned by Dcode,Dcode Sdn Bhd,base,https://zsggz2p1btda.sg.larksuite.com/base/EWi7bxe9ha4O5osZrOClLlengig,EWi7bxe9ha4O5osZrOClLlengig,readable,17,2025-12-16T21:10:28+08:00,2025-11-04T13:21:39+08:00,1970-01-01T07:30:00+07:30,"keyword_Class_Bible, keyword_Dcode",✅教练名单（中心）; ✅✅130教练-NEWBIBLE; ✅课程报名; ✅✅130学员-NEWBIBLE; ✅✅130学员-MYCP Bible 报读; ✅✅130-WHOLE-MASTERLIST; ✅130-基础-FINAL MASTERLIST; ✅130-高一FINAL MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); ✅基础BackLog; ✅高阶下车; ✅高阶Backlog; ✅131-高二FINAL MASTERLIST; ✅131Emo报名,
131 Class Bible (admin),131 Class Bible (admin),owned by AGA Tech Support,AGA TECH SUPPORT,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/EtSywpe2diT3PzkWmD1lljangRh,UgTkbfJHEaVitJs6jeKlJ7QkgFd,readable,18,2025-12-04T11:31:29+08:00,2025-08-03T18:48:33+08:00,2025-12-07T14:00:10+08:00,"keyword_Class_Bible, owned_by_me",✅教练名单（中心）; ✅130教练-NEWBIBLE; 130教练-NEWBIBLE（data）; ✅130学员-NEWBIBLE; 130学员-NEWBIBLE（data）; ✅130-WHOLE-MASTERLIST; ✅130-基础-MASTERLIST; ✅130-高一MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; ✅课程报名; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); 高阶Backlog; 高阶下车; ✅130-高二MASTERLIST; ✅130高阶二挑战; 130高阶二挑战（data）,
130 Class Bible (admin),130 Class Bible (admin),owned by AGA Tech Support,AGA TECH SUPPORT,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/BctxwX0LLiPNxAk2D8Ylq5qJgUb,BeYUb8HSQaKmT7sNmTglecKAgPh,readable,18,2025-12-04T11:31:26+08:00,2025-07-17T16:48:04+08:00,2025-12-07T14:06:35+08:00,"keyword_Class_Bible, owned_by_me",✅教练名单（中心）; ✅130教练-NEWBIBLE; 130教练-NEWBIBLE（data）; ✅130学员-NEWBIBLE; 130学员-NEWBIBLE（data）; ✅130-WHOLE-MASTERLIST; ✅130-基础-MASTERLIST; ✅130-高一MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; ✅课程报名; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); 高阶Backlog; 高阶下车; ✅130-高二MASTERLIST; ✅130高阶二挑战; 130高阶二挑战（data）,
132-DOE （教练）,132-DOE （教练）,owned by AGA Tech Support,AGA TECH SUPPORT,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/CVtKwdVpSiXQ0xk5bWhlbJFjgRe,BdlPbhegia5KeYs1V2tljo2JgWh,readable,18,2025-11-18T13:00:39+08:00,2025-08-03T18:58:56+08:00,2025-08-03T18:59:56+08:00,"keyword_DOE, owned_by_me",✅130教练名单; ✅132学员名单; 130_教练DOE挑战Summary （遴选）; 130_教练Form宣告; ✅132教练-EMOFORM; ✅132教练-NEWBIBLE; ✅132-教练-SUMMARY DOE; ✅132-教练- SUMMARY DOE Form; 现行教练学员录音; ✅132高一学员DOE挑战宣告; ✅132高一学员DOE挑战宣告 Form; ✅132高二工作坊DOE宣告（开班前）; ✅132-学员-SUMMARY DOE; ✅132-学员- SUMMARY DOE Form; ✅132-学员-EMO报名FORM; ✅132-学员-NEWBIBLE（学员海星名单-中心）; 高二挑战（NEW）; 132TZ事业,
129-DOE （教练）,129-DOE （教练）,owned by AGA Tech Support,AGA TECH SUPPORT,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/RwaPw8kXKis66hkO5l5ltsPdgRd,PL5ZbItJIa2WfosJKV5lyISVgdd,readable,21,2025-11-07T03:51:02+08:00,2025-07-10T11:12:46+08:00,2026-02-06T23:57:55+08:00,"keyword_DOE, owned_by_me",✅129教练名单; ✅129学员名单; 128-高二MASTERLIST （sample）; 🔥指引部门录音; 🔥01-教练Grade（Main); 🔥团队毕业证等级; ✅B001-129-教练-SUMMARY DOE; ✅B002-129-教练- SUMMARY DOE Form; ✅129高一学员DOE挑战宣告; ✅129高一学员DOE挑战宣告 Form; ✅129-学员-SUMMARY DOE（B001）; 129事业每周检测点; ✅129-学员- SUMMARY DOE Form（B002）; ✅129-学员-EMO 报名From - 学员 (B003.0); ✅B003.1(中）H.海星名单-学员 (129 bible).; ✅129高二工作坊DOE宣告（开班前）; 高二挑战（NEW）; 129TZ海星; 129TZ事业; 129感召金; 129感召金个人Summary,
129 Class Bible (admin dcode),129 Class Bible (admin dcode) ,owned by Dcode,Dcode Sdn Bhd,base,https://zsggz2p1btda.sg.larksuite.com/base/QG34bWiAFaF1VrsgpuzlZNYkgHc,QG34bWiAFaF1VrsgpuzlZNYkgHc,readable,17,2025-10-29T08:30:45+08:00,2025-10-29T08:29:22+08:00,1970-01-01T07:30:00+07:30,"keyword_Class_Bible, keyword_Dcode",✅教练名单（中心）; ✅✅129教练-NEWBIBLE; ✅课程报名; ✅✅129学员-NEWBIBLE; ✅✅129学员-MYCP Bible 报读; ✅✅129-WHOLE-MASTERLIST; ✅129-基础-FINAL MASTERLIST; ✅129-高一FINAL MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); ✅基础BackLog; ✅高阶下车; ✅高阶Backlog; ✅129-高二FINAL MASTERLIST; ✅131Emo报名,
128 Class Bible (admin),128 Class Bible (admin),owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/IncMbXDTNagUmMsuRxGlfj3ugob,IncMbXDTNagUmMsuRxGlfj3ugob,readable,18,2025-10-18T09:33:22+08:00,2025-05-13T22:12:12+08:00,2025-09-08T17:29:46+08:00,"keyword_Class_Bible, owned_by_me",✅教练名单（中心）; ✅128教练-NEWBIBLE; 128教练-NEWBIBLE（data）; ✅128学员-NEWBIBLE; 128学员-NEWBIBLE（data）; ✅128-WHOLE-MASTERLIST; ✅128-基础-MASTERLIST; ✅128-高一MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); ✅课程报名; 高阶Backlog; 高阶下车; ✅128-高二MASTERLIST; ✅128高阶二挑战; 128高阶二挑战（data）,
126 - 宣告和总结 （学员）,126 - 宣告和总结 （学员）,shared/other owner,Chi Shiong Tan,base,https://tf9hdlw5dgg.sg.larksuite.com/base/NezubbPfQaa7aYsC2rhlFi8sgVb,NezubbPfQaa7aYsC2rhlFi8sgVb,readable,7,2025-09-19T13:46:26+08:00,2025-04-05T13:21:32+08:00,2025-08-17T15:24:56+08:00,"keyword_DOE, keyword_Dcode",每日总结; 每日宣告; 学员基础资料; 学员基础资料-real; 11周总宣告; Table; 数据表,
128-DOE （教练）,128-DOE （教练）,owned by AGA Tech Support,AGA TECH SUPPORT,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/P4uTwiVOxippfpkrmMolxa7Eg1e,GNuXbeBMma4ipFsHh4ZlB33fgZd,readable,10,2025-09-16T23:57:59+08:00,2025-05-24T20:29:55+08:00,2025-09-03T18:37:30+08:00,"keyword_DOE, owned_by_me",128教练分数; 教练名单; .128 DOE Summary; 5in1-教练宣告+总结=书面总结; 教练周计划表; (前）127海星报名表; (中).127Bible_（海星名单）; (后）127学员已进课室; 数据表; 128感召金,
137-DOE （教练）,137-DOE （教练）,owned by AGA Tech Support,AGA TECH SUPPORT,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/YokUwljdXiDC8xkfL6xlmOJ7gFc,InDqbaK1ka1AS3sH6xulmor1g4d,readable,18,2025-08-17T14:59:18+08:00,2025-08-17T14:59:16+08:00,2025-09-03T15:52:55+08:00,"keyword_DOE, owned_by_me",✅130教练名单; ✅130学员名单; 130_教练DOE挑战Summary （遴选）; 130_教练Form宣告; ✅130教练-EMOFORM; ✅130教练-NEWBIBLE; ✅130-教练-SUMMARY DOE; ✅130-教练- SUMMARY DOE Form; 现行教练学员录音; ✅130高一学员DOE挑战宣告; ✅130高一学员DOE挑战宣告 Form; ✅130高二工作坊DOE宣告（开班前）; ✅130-学员-SUMMARY DOE; ✅130-学员- SUMMARY DOE Form; ✅130-学员-EMO报名FORM; ✅130-学员-NEWBIBLE（学员海星名单-中心）; 高二挑战（NEW）; 129TZ事业,
137 Class Bible (admin),137 Class Bible (admin),owned by AGA Tech Support,AGA TECH SUPPORT,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/VHZnwbJgaiaqOhk9QOtlzvemgIf,MFDzbfnRKavPvvsXpBcl7GJ9gG9,readable,20,2025-08-17T14:55:29+08:00,2025-08-17T14:55:27+08:00,2026-04-12T19:28:56+08:00,"keyword_Class_Bible, owned_by_me",✅教练名单（中心）; ✅129教练-NEWBIBLE; 129教练-NEWBIBLE (old); 129教练-NEWBIBLE（data）; ✅课程报名; ✅129学员-NEWBIBLE; 129学员-NEWBIBLE (old); 129学员-NEWBIBLE（data）; ✅129-WHOLE-MASTERLIST; ✅129-基础-MASTERLIST; ✅129-高一MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); 高阶Backlog; 高阶下车; ✅129-高二MASTERLIST; ✅129Emo报名; 129高阶二挑战（data）,
136 Class Bible (admin),136 Class Bible (admin),owned by AGA Tech Support,AGA TECH SUPPORT,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/FWZlwKu8aipll1kQcn2lZ385gnd,Q7WrbpjYJaY6e9sZ5JVlCmxQgnc,readable,20,2025-08-17T14:54:27+08:00,2025-08-17T14:54:25+08:00,2025-08-17T14:55:14+08:00,"keyword_Class_Bible, owned_by_me",✅教练名单（中心）; ✅129教练-NEWBIBLE; 129教练-NEWBIBLE (old); 129教练-NEWBIBLE（data）; ✅课程报名; ✅129学员-NEWBIBLE; 129学员-NEWBIBLE (old); 129学员-NEWBIBLE（data）; ✅129-WHOLE-MASTERLIST; ✅129-基础-MASTERLIST; ✅129-高一MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); 高阶Backlog; 高阶下车; ✅129-高二MASTERLIST; ✅129Emo报名; 129高阶二挑战（data）,
135 Class Bible (admin),135 Class Bible (admin),owned by AGA Tech Support,AGA TECH SUPPORT,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/HiQXwBzuciKM7Pk7OPFlqJjKgbf,KBvebnkwda8uTQs8oEEleKnngoh,readable,20,2025-08-17T14:53:44+08:00,2025-08-17T14:53:42+08:00,2025-08-17T14:54:13+08:00,"keyword_Class_Bible, owned_by_me",✅教练名单（中心）; ✅129教练-NEWBIBLE; 129教练-NEWBIBLE (old); 129教练-NEWBIBLE（data）; ✅课程报名; ✅129学员-NEWBIBLE; 129学员-NEWBIBLE (old); 129学员-NEWBIBLE（data）; ✅129-WHOLE-MASTERLIST; ✅129-基础-MASTERLIST; ✅129-高一MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); 高阶Backlog; 高阶下车; ✅129-高二MASTERLIST; ✅129Emo报名; 129高阶二挑战（data）,
134 Class Bible (admin),134 Class Bible (admin),owned by AGA Tech Support,AGA TECH SUPPORT,wiki,https://zsggz2p1btda.sg.larksuite.com/wiki/Fu4jwrkUSiet3pkWBoel8jNagNg,ByYFbqD4KabRResKydil0LXYgpc,readable,20,2025-08-17T14:52:53+08:00,2025-08-17T14:52:51+08:00,2025-08-17T14:53:31+08:00,"keyword_Class_Bible, owned_by_me",✅教练名单（中心）; ✅129教练-NEWBIBLE; 129教练-NEWBIBLE (old); 129教练-NEWBIBLE（data）; ✅课程报名; ✅129学员-NEWBIBLE; 129学员-NEWBIBLE (old); 129学员-NEWBIBLE（data）; ✅129-WHOLE-MASTERLIST; ✅129-基础-MASTERLIST; ✅129-高一MASTERLIST; 📞海星名单-学员 (KLCP128); 📞海星名单-教练 (KLCP128)1; 💲海星名单-教练 (KLCP128); 💲海星名单-学员 (KLCP128); 高阶Backlog; 高阶下车; ✅129-高二MASTERLIST; ✅129Emo报名; 129高阶二挑战（data）,
129-DOE test,129-DOE test,owned by AGA Tech Support,AGA TECH SUPPORT,base,https://zsggz2p1btda.sg.larksuite.com/base/SG2nb7QeiaZvJxsKWygliaA6gLc,SG2nb7QeiaZvJxsKWygliaA6gLc,readable,11,2025-08-06T17:54:56+08:00,2025-08-06T17:51:00+08:00,2025-08-09T09:40:46+08:00,"keyword_DOE, owned_by_me",✅B001.1_129个人Summary DOE数据表（中心）; ✅B002.0_129每日DOE_事业&家庭&社服Form（修改数据）; ✅B003.0-(前）129海星报名表 (Original); ✅B003.1(中）H.海星名单-学员 (129 bible).; ✅129高二现行宣告; 129_高阶二现行宣告 (从教练数据拉进来）; 周计划; B004.0_每日宣告（早上）（需要修改）; B005.0_每日总结（晚上）（需要修改）; B006.0_129每周计划 （每周）; 数据表,
